,awards,film,is_winner,url,winner(s),year
163,pga_theatrical,The Bridges of Madison County,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Clint Eastwood and Kathleen Kennedy,1995
164,pga_theatrical,Il Postino: The Postman,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Mario Cecchi Gori, Vittorio Cecchi Gori, and Gaetano Daniele",1995
165,pga_theatrical,Leaving Las Vegas,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Lila Cazès and Annie Stewart,1995
166,pga_theatrical,A Little Princess,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Mark Johnson,1995
167,pga_theatrical,Sense and Sensibility,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Lindsay Doran,1995
168,pga_theatrical,Toy Story,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Ralph Guggenheim and Bonnie Arnold,1995
169,pga_theatrical,The Usual Suspects,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Kenneth Kokin, Michael McDonnell, and Bryan Singer",1995
170,pga_theatrical,The English Patient,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Saul Zaentz,1996
171,pga_theatrical,Fargo,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Ethan Coen,1996
172,pga_theatrical,Hamlet,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,David Barron,1996
173,pga_theatrical,Jerry Maguire,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Cameron Crowe, James L. Brooks, Laurence Mark, and Richard Sakai",1996
174,pga_theatrical,Shine,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Jane Scott,1996
175,pga_theatrical,Titanic,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,James Cameron and Jon Landau,1997
176,pga_theatrical,Amistad,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Steven Spielberg, Debbie Allen, and Colin Wilson",1997
177,pga_theatrical,As Good as It Gets,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"James L. Brooks, Bridget Johnson, and Kristi Zea",1997
178,pga_theatrical,Good Will Hunting,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Lawrence Bender,1997
179,pga_theatrical,L.A. Confidential,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Arnon Milchan, Curtis Hanson, and Michael G. Nathanson",1997
180,pga_theatrical,Saving Private Ryan,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Steven Spielberg, Allison Lyon Segan, Bonnie Curtis, Ian Bryce, Mark Gordon, and Gary Levinsohn",1998
181,pga_theatrical,Life Is Beautiful,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Elda Ferri and Gianluigi Braschi,1998
182,pga_theatrical,Shakespeare in Love,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, and Marc Norman",1998
183,pga_theatrical,The Thin Red Line,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Robert Michael Geisler, John Roberdeau, and Grant Hill",1998
184,pga_theatrical,The Truman Show,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Edward S. Feldman, Scott Rudin, Andrew Niccol, and Adam Schroeder",1998
185,pga_theatrical,American Beauty,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Bruce Cohen and Dan Jinks,1999
186,pga_theatrical,Being John Malkovich,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Michael Stipe, Sandy Stern, Steve Golin and Vincent Landay",1999
187,pga_theatrical,The Insider,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Michael Mann and Pieter Jan Brugge,1999
188,pga_theatrical,The Matrix,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Joel Silver,1999
189,pga_theatrical,The Sixth Sense,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Frank Marshall, Kathleen Kennedy, and Barry Mendel",1999
190,pga_theatrical,Gladiator,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Douglas Wick, David Franzoni, and Branko Lustig",2000
191,pga_theatrical,Almost Famous,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Cameron Crowe and Ian Bryce,2000
192,pga_theatrical,Billy Elliot,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Greg Brenman and Jon Finn,2000
193,pga_theatrical,"Crouching Tiger, Hidden Dragon",False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"William Kong, Hsu Li Kong, and Ang Lee",2000
194,pga_theatrical,Erin Brockovich,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Danny DeVito, Michael Shamberg, and Stacey Sher",2000
195,pga_theatrical,Moulin Rouge!,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Baz Luhrmann, Fred Baron, and Martin Brown",2001
196,pga_theatrical,A Beautiful Mind,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Brian Grazer and Ron Howard,2001
197,pga_theatrical,Harry Potter and the Sorcerer's Stone,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,David Heyman,2001
198,pga_theatrical,The Lord of the Rings: The Fellowship of the Ring,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Barrie M. Osborne, Peter Jackson, and Fran Walsh",2001
199,pga_theatrical,Shrek,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Aron Warner, John H. Williams and Jeffrey Katzenberg",2001
200,pga_theatrical,Chicago,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Martin Richards,2002
201,pga_theatrical,Adaptation.,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Edward Saxon, Jonathan Demme, and Vincent Landay",2002
202,pga_theatrical,Gangs of New York,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Alberto Grimaldi and Harvey Weinstein,2002
203,pga_theatrical,The Lord of the Rings: The Two Towers,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Barrie M. Osborne, Peter Jackson, and Fran Walsh",2002
204,pga_theatrical,My Big Fat Greek Wedding,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Rita Wilson, Tom Hanks, and Gary Goetzman",2002
205,pga_theatrical,Road to Perdition,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Richard D. Zanuck and Dean Zanuck,2002
206,pga_theatrical,The Lord of the Rings: The Return of the King,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Barrie M. Osborne, Peter Jackson, and Fran Walsh",2003
207,pga_theatrical,Cold Mountain,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Albert Berger,2003
208,pga_theatrical,The Last Samurai,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Marshall Herskovitz, Edward Zwick, Tom Cruise, and Paula Wagner",2003
209,pga_theatrical,Master and Commander: The Far Side of the World,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Samuel Goldwyn, Jr., Duncan Henderson, and Peter Weir",2003
210,pga_theatrical,Mystic River,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Robert Lorenz, Judie Hoyt, and Clint Eastwood",2003
211,pga_theatrical,Seabiscuit,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Kathleen Kennedy, Frank Marshall, and Gary Ross",2003
212,pga_theatrical,The Aviator,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Michael Mann and Graham King,2004
213,pga_theatrical,Finding Neverland,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Richard N. Gladstein and Nellie Bellflower,2004
214,pga_theatrical,The Incredibles,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,John Walker,2004
215,pga_theatrical,Million Dollar Baby,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg",2004
216,pga_theatrical,Sideways,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Michael London,2004
217,pga_theatrical,Brokeback Mountain,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Diana Ossana and James Schamus,2005
218,pga_theatrical,Capote,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Caroline Baron, William Vince, and Michael Ohoven",2005
219,pga_theatrical,Crash,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Paul Haggis and Cathy Schulman,2005
220,pga_theatrical,"Good Night, and Good Luck",False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Grant Heslov,2005
221,pga_theatrical,Walk the Line,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,James Keach and Cathy Konrad,2005
222,pga_theatrical,Little Miss Sunshine,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Albert Berger, David T. Friendly, Peter Saraf, Marc Turtletaub, and Ron Yerxa",2006
223,pga_theatrical,Babel,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Steve Golin, Alejandro González Iñárritu, and Jon Kilik",2006
224,pga_theatrical,The Departed,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Graham King,2006
225,pga_theatrical,Dreamgirls,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Laurence Mark,2006
226,pga_theatrical,The Queen,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Andy Harries, Christine Langan, and Tracey Seaward",2006
227,pga_theatrical,No Country for Old Men,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Scott Rudin, Joel and Ethan Coen",2007
228,pga_theatrical,The Diving Bell and the Butterfly,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Kathleen Kennedy and Jon Kilik,2007
229,pga_theatrical,Juno,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Lianne Halfon, Mason Novick, and Russell Smith",2007
230,pga_theatrical,Michael Clayton,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Jennifer Fox, Kerry Orent, and Sydney Pollack",2007
231,pga_theatrical,There Will Be Blood,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Paul Thomas Anderson, Daniel Lupi, and JoAnne Sellar",2007
232,pga_theatrical,Slumdog Millionaire,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Christian Colson,2008
233,pga_theatrical,The Curious Case of Benjamin Button,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Kathleen Kennedy, Frank Marshall, and Cean Chaffin",2008
234,pga_theatrical,The Dark Knight,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Christopher Nolan, Emma Thomas, and Charles Roven",2008
235,pga_theatrical,Frost/Nixon,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Ron Howard, Brian Grazer, and Eric Fellner",2008
236,pga_theatrical,Milk,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Bruce Cohen and Dan Jinks,2008
237,pga_theatrical,The Hurt Locker,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Kathryn Bigelow, Mark Boal, Nicolas Chartier, and Greg Shapiro",2009
238,pga_theatrical,Avatar,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,James Cameron and Jon Landau,2009
239,pga_theatrical,District 9,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Peter Jackson and Carolynne Cunningham,2009
240,pga_theatrical,An Education,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Finola Dwyer and Amanda Posey,2009
241,pga_theatrical,Inglourious Basterds,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Lawrence Bender,2009
242,pga_theatrical,Invictus,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Clint Eastwood, Lori McCreary, Rob Lorenz, and Mace Neufeld",2009
243,pga_theatrical,Precious,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Lee Daniels, Sarah Siegel-Magness, and Gary Magness",2009
244,pga_theatrical,Star Trek,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,J. J. Abrams and Damon Lindelof,2009
245,pga_theatrical,Up,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Jonas Rivera,2009
246,pga_theatrical,Up in the Air,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Ivan Reitman, Jason Reitman, and Daniel Dubiecki",2009
247,pga_theatrical,The King's Speech,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Iain Canning, Emile Sherman, and Gareth Unwin",2010
248,pga_theatrical,127 Hours,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Danny Boyle and Christian Colson,2010
249,pga_theatrical,Black Swan,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Scott Franklin, Mike Medavoy, and Brian Oliver",2010
250,pga_theatrical,The Fighter,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"David Hoberman, Todd Lieberman, and Mark Wahlberg",2010
251,pga_theatrical,Inception,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Christopher Nolan and Emma Thomas,2010
252,pga_theatrical,The Kids Are All Right,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Gary Gilbert, Jeffrey Levy-Hinte, and Celine Rattray",2010
253,pga_theatrical,The Social Network,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Dana Brunetti, Ceán Chaffin, Michael De Luca, and Scott Rudin",2010
254,pga_theatrical,The Town,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Basil Iwanyk and Graham King,2010
255,pga_theatrical,Toy Story 3,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Darla K. Anderson,2010
256,pga_theatrical,True Grit,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Joel and Ethan Coen, and Scott Rudin",2010
257,pga_theatrical,The Artist,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Thomas Langmann,2011
258,pga_theatrical,Bridesmaids,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Judd Apatow, Barry Mendel, and Clayton Townsend",2011
259,pga_theatrical,The Descendants,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Jim Burke, Alexander Payne, and Jim Taylor",2011
260,pga_theatrical,The Girl with the Dragon Tattoo,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Ceán Chaffin and Scott Rudin,2011
261,pga_theatrical,The Help,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Michael Barnathan, Chris Columbus, and Brunson Green",2011
262,pga_theatrical,Hugo,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Graham King and Martin Scorsese,2011
263,pga_theatrical,The Ides of March,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"George Clooney, Grant Heslov, and Brian Oliver",2011
264,pga_theatrical,Midnight in Paris,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Letty Aronson and Stephen Tenenbaum,2011
265,pga_theatrical,Moneyball,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Michael De Luca, Rachael Horovitz, and Brad Pitt",2011
266,pga_theatrical,War Horse,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Kathleen Kennedy and Steven Spielberg,2011
267,pga_theatrical,Argo,True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Ben Affleck, George Clooney, and Grant Heslov",2012
268,pga_theatrical,Beasts of the Southern Wild,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Michael Gottwald, Dan Janvey, and Josh Penn",2012
269,pga_theatrical,Django Unchained,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Reginald Hudlin, Pilar Savone, and Stacey Sher",2012
270,pga_theatrical,Les Misérables,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Tim Bevan, Eric Fellner, Debra Hayward, and Cameron Mackintosh",2012
271,pga_theatrical,Life of Pi,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Ang Lee, Gil Netter, and David Womark",2012
272,pga_theatrical,Lincoln,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Kathleen Kennedy and Steven Spielberg,2012
273,pga_theatrical,Moonrise Kingdom,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Wes Anderson, Jeremy Dawson, Steven Rales, and Scott Rudin",2012
274,pga_theatrical,Silver Linings Playbook,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Bruce Cohen, Donna Gigliotti, and Jonathan Gordon",2012
275,pga_theatrical,Skyfall,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Barbara Broccoli and Michael G. Wilson,2012
276,pga_theatrical,Zero Dark Thirty,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Kathryn Bigelow, Mark Boal, and Megan Ellison",2012
277,pga_theatrical,12 Years a Slave (tie),True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Anthony Katagas, Jeremy Kleiner, Steve McQueen, Brad Pitt, and Dede Gardner",2013
278,pga_theatrical,Gravity (tie),False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Alfonso Cuarón and David Heyman,2013
279,pga_theatrical,American Hustle,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Megan Ellison, Jonathan Gordon, Charles Roven, and Richard Suckle",2013
280,pga_theatrical,Blue Jasmine,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Letty Aronson and Stephen Tenenbaum,2013
281,pga_theatrical,Captain Phillips,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Dana Brunetti, Michael De Luca, and Scott Rudin",2013
282,pga_theatrical,Dallas Buyers Club,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Robbie Brenner and Rachel Winter,2013
283,pga_theatrical,Her,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Megan Ellison, Spike Jonze, and Vincent Landay",2013
284,pga_theatrical,Nebraska,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Albert Berger and Ron Yerxa,2013
285,pga_theatrical,Saving Mr. Banks,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Ian Collie, Alison Owen, and Philip Steuer",2013
286,pga_theatrical,The Wolf of Wall Street,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Riza Aziz, Emma Koskoff, and Joey McFarland",2013
287,pga_theatrical,Birdman or (The Unexpected Virtue of Ignorance),True,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Alejandro G. Iñárritu, John Lesher, and James W. Skotchdopole",2014
288,pga_theatrical,American Sniper,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper, and Peter Morgan",2014
289,pga_theatrical,Boyhood,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Richard Linklater and Cathleen Sutherland,2014
290,pga_theatrical,Foxcatcher,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Bennett Miller, Megan Ellison, and Jon Kilik",2014
291,pga_theatrical,Gone Girl,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Ceán Chaffin,2014
292,pga_theatrical,The Grand Budapest Hotel,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Wes Anderson, Jeremy Dawson, Steven M. Rales, and Scott Rudin",2014
293,pga_theatrical,The Imitation Game,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Nora Grossman, Ido Ostrowsky, and Teddy Schwarzman",2014
294,pga_theatrical,Nightcrawler,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,Jennifer Fox and Tony Gilroy,2014
295,pga_theatrical,The Theory of Everything,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Tim Bevan, Eric Fellner, Lisa Bruce, and Anthony McCarten",2014
296,pga_theatrical,Whiplash,False,https://en.wikipedia.org/wiki/Producers_Guild_of_America_Award_for_Best_Theatrical_Motion_Picture,"Jason Blum, Helen Estabrook, and David Lancaster",2014
297,sag_ensemble,Apollo 13,True,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Kevin Bacon, Tom Hanks, Ed Harris, Bill Paxton, Kathleen Quinlan, Gary Sinise","1995
(2nd)"
298,sag_ensemble,Get Shorty,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Danny DeVito, Dennis Farina, James Gandolfini, Gene Hackman, Delroy Lindo, David Paymer, Rene Russo, John Travolta","1995
(2nd)"
299,sag_ensemble,How to Make an American Quilt,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Maya Angelou, Anne Bancroft, Ellen Burstyn, Samantha Mathis, Kate Nelligan, Winona Ryder, Jean Simmons, Lois Smith, Alfre Woodard","1995
(2nd)"
300,sag_ensemble,Nixon,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Joan Allen, Brian Bedford, Powers Boothe, Kevin Dunn, Fyvush Finkel, Annabeth Gish, Tony Goldwyn, Larry Hagman, Ed Harris, Edward Herrmann, Anthony Hopkins, Bob Hoskins, Madeline Kahn, E. G. Marshall, David Paymer, David Hyde Pierce, Paul Sorvino, Mary Steenburgen, J. T. Walsh, James Woods","1995
(2nd)"
301,sag_ensemble,Sense and Sensibility,False,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Hugh Grant, Alan Rickman, Emma Thompson, Kate Winslet","1995
(2nd)"
302,sag_ensemble,The Birdcage,True,https://en.wikipedia.org/wiki/Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture,"Hank Azaria, Christine Baranski, Dan Futterman, Gene Hackman, Nathan Lane, Dianne Wiest, Robin Williams","1996
(3rd)"
